threshold,false_positive_rate,true_positive_rate,youden_j,cumulative_risky,cumulative_favorable,ks_gap,population_share
0.9614759087562561,0.0,0.11503416856492027,0.11503416856492027,0.11503416856492027,0.0,0.11503416856492027,0.0505
0.9612160325050354,0.0,0.11560364464692482,0.11560364464692482,0.11560364464692482,0.0,0.11560364464692482,0.05075
0.9612029790878296,0.0,0.11617312072892938,0.11617312072892938,0.11617312072892938,0.0,0.11617312072892938,0.051
0.9608203172683716,0.0,0.11788154897494305,0.11788154897494305,0.11788154897494305,0.0,0.11788154897494305,0.05175
0.9607734084129333,0.0,0.11902050113895217,0.11902050113895217,0.11902050113895217,0.0,0.11902050113895217,0.05225
0.9602366089820862,0.0,0.11958997722095673,0.11958997722095673,0.11958997722095673,0.0,0.11958997722095673,0.0525
0.9602012634277344,0.0,0.12015945330296128,0.12015945330296128,0.12015945330296128,0.0,0.12015945330296128,0.05275
0.9600009322166443,0.0,0.12129840546697039,0.12129840546697039,0.12129840546697039,0.0,0.12129840546697039,0.05325
0.9594688415527344,0.0,0.12300683371298406,0.12300683371298406,0.12300683371298406,0.0,0.12300683371298406,0.054
0.9594600200653076,0.0,0.12357630979498861,0.12357630979498861,0.12357630979498861,0.0,0.12357630979498861,0.05425
0.9594466686248779,0.0,0.12471526195899772,0.12471526195899772,0.12471526195899772,0.0,0.12471526195899772,0.05475
0.9591535329818726,0.0,0.12699316628701596,0.12699316628701596,0.12699316628701596,0.0,0.12699316628701596,0.05575
0.9587756395339966,0.0,0.1275626423690205,0.1275626423690205,0.1275626423690205,0.0,0.1275626423690205,0.056
0.958644688129425,0.0,0.12813211845102507,0.12813211845102507,0.12813211845102507,0.0,0.12813211845102507,0.05625
0.9583655595779419,0.000445632798573975,0.12813211845102507,0.12768648565245108,0.12813211845102507,0.000445632798573975,0.12768648565245108,0.0565
0.9582288265228271,0.000445632798573975,0.12870159453302962,0.12825596173445564,0.12870159453302962,0.000445632798573975,0.12825596173445564,0.05675
0.9580172896385193,0.000445632798573975,0.12927107061503418,0.1288254378164602,0.12927107061503418,0.000445632798573975,0.1288254378164602,0.057
0.9578276872634888,0.000445632798573975,0.12984054669703873,0.12939491389846475,0.12984054669703873,0.000445632798573975,0.12939491389846475,0.05725
0.9577650427818298,0.000445632798573975,0.1315489749430524,0.1311033421444784,0.1315489749430524,0.000445632798573975,0.1311033421444784,0.058
0.9575282335281372,0.000445632798573975,0.13211845102505695,0.13167281822648297,0.13211845102505695,0.000445632798573975,0.13167281822648297,0.05825
0.9572890400886536,0.000445632798573975,0.13610478359908884,0.13565915080051485,0.13610478359908884,0.000445632798573975,0.13565915080051485,0.06
0.9571275115013123,0.000445632798573975,0.1366742596810934,0.1362286268825194,0.1366742596810934,0.000445632798573975,0.1362286268825194,0.06025
0.957001805305481,0.000445632798573975,0.13724373576309795,0.13679810296452397,0.13724373576309795,0.000445632798573975,0.13679810296452397,0.0605
0.9568051099777222,0.000445632798573975,0.1378132118451025,0.13736757904652852,0.1378132118451025,0.000445632798573975,0.13736757904652852,0.06075
0.9565192461013794,0.000445632798573975,0.13838268792710706,0.13793705512853308,0.13838268792710706,0.000445632798573975,0.13793705512853308,0.061
0.9561910629272461,0.000445632798573975,0.13895216400911162,0.13850653121053763,0.13895216400911162,0.000445632798573975,0.13850653121053763,0.06125
0.9559911489486694,0.000445632798573975,0.13952164009111617,0.1390760072925422,0.13952164009111617,0.000445632798573975,0.1390760072925422,0.0615
0.9556397795677185,0.000445632798573975,0.14066059225512528,0.1402149594565513,0.14066059225512528,0.000445632798573975,0.1402149594565513,0.062
0.9556075930595398,0.000445632798573975,0.1417995444191344,0.1413539116205604,0.1417995444191344,0.000445632798573975,0.1413539116205604,0.0625
0.9555662274360657,0.000445632798573975,0.14236902050113895,0.14192338770256496,0.14236902050113895,0.000445632798573975,0.14192338770256496,0.06275
0.9555313587188721,0.000445632798573975,0.1429384965831435,0.14249286378456952,0.1429384965831435,0.000445632798573975,0.14249286378456952,0.063
0.9552950263023376,0.000445632798573975,0.14350797266514806,0.14306233986657407,0.14350797266514806,0.000445632798573975,0.14306233986657407,0.06325
0.9551948308944702,0.000445632798573975,0.14407744874715261,0.14363181594857863,0.14407744874715261,0.000445632798573975,0.14363181594857863,0.0635
0.9550002813339233,0.000445632798573975,0.14464692482915717,0.14420129203058318,0.14464692482915717,0.000445632798573975,0.14420129203058318,0.06375
0.9549462795257568,0.000445632798573975,0.14521640091116172,0.14477076811258774,0.14521640091116172,0.000445632798573975,0.14477076811258774,0.064
0.9546416401863098,0.000445632798573975,0.14578587699316628,0.1453402441945923,0.14578587699316628,0.000445632798573975,0.1453402441945923,0.06425
0.9543123841285706,0.000445632798573975,0.14863325740318906,0.14818762460461507,0.14863325740318906,0.000445632798573975,0.14818762460461507,0.0655
0.9540615081787109,0.000445632798573975,0.1492027334851936,0.14875710068661963,0.1492027334851936,0.000445632798573975,0.14875710068661963,0.06575
0.9538859128952026,0.000445632798573975,0.14977220956719817,0.14932657676862418,0.14977220956719817,0.000445632798573975,0.14932657676862418,0.066
0.9533525109291077,0.000445632798573975,0.15091116173120728,0.1504655289326333,0.15091116173120728,0.000445632798573975,0.1504655289326333,0.0665
0.9531477093696594,0.000445632798573975,0.15148063781321183,0.15103500501463785,0.15148063781321183,0.000445632798573975,0.15103500501463785,0.06675
